1.000000000000000000e+00,-5.000000000000000000e-01,-5.000000000000000000e-01,1.414213562373095145e+00
2.000000000000000000e+00,-4.431150633488482038e-01,3.666486408992002399e-01,9.524959882800202449e-01
3.000000000000000000e+00,-9.501055195274032972e-02,-1.839035289817912977e-01,9.065106694842882673e-01
4.000000000000000000e+00,4.544881251086652085e-01,-5.424163916028112986e-02,5.561071167816501459e-01
5.000000000000000000e+00,-4.174999503028445913e-01,3.970985799815343054e-01,9.232523279404927230e-01
6.000000000000000000e+00,-2.376951774036185627e-01,-4.948704509355430492e-01,1.238531949087001705e+00
7.000000000000000000e+00,4.086627578310877418e-01,4.101530757801565841e-01,1.281208866609531705e-01
8.000000000000000000e+00,-3.959810501452371012e-01,-3.190854047420990103e-01,1.213953435054611063e+00
9.000000000000000000e+00,1.287857958821612137e-01,-2.244412233510478805e-01,8.140117145528087406e-01
1.000000000000000000e+01,2.357270815071207393e-01,-5.493858751031732712e-02,6.146519432627624013e-01
1.100000000000000000e+01,1.701451647023818348e-01,2.047156078805414392e-01,4.427155798010466992e-01
1.200000000000000000e+01,4.003446418165601539e-02,-2.939181490866982216e-01,9.175370954843761195e-01
1.300000000000000000e+01,-2.003832241929751623e-01,-3.555216215771712651e-01,1.105646374622998529e+00
1.400000000000000000e+01,-1.897304731554102508e-01,-2.566019837190377517e-01,1.023804027813316031e+00
1.500000000000000000e+01,1.952608669550929266e-01,-3.972572214267883206e-01,9.475950931761319973e-01
1.600000000000000000e+01,-4.758313750194553826e-01,-1.869666654468338240e-02,1.105121307530049890e+00
1.700000000000000000e+01,-4.362794316826854590e-01,6.962439894305894050e-02,1.030457341269970239e+00
1.800000000000000000e+01,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
